,sample1,sample2,AMT_score
17339,S001C003P006R001A040,S002C001P009R001A040,3
17340,S026C001P071R001A104,S001C001P007R001A040,1.222222222
17341,S015C002P016R002A027,S009C001P007R001A026,1.5
17342,S028C001P043R002A101,S002C001P011R002A022,1
17343,S016C002P025R002A026,S017C001P020R002A026,3.6
17344,S025C002P066R002A104,S026C003P075R001A097,1.9
17345,S008C003P035R001A008,S001C001P006R001A008,3.6
17346,S003C002P002R002A035,S004C002P020R002A035,4
17347,S019C001P046R001A101,S008C001P029R001A035,1.3
17348,S005C002P004R002A008,S008C002P029R002A008,3.5
17349,S016C003P040R001A039,S008C001P034R002A039,3.555555556
17350,S007C001P015R002A027,S004C002P020R002A027,3.888888889
17351,S011C001P015R002A022,S027C002P079R002A104,2.2
17352,S008C003P031R001A027,S008C001P032R001A027,3.4
17353,S029C001P088R001A097,S021C001P060R001A104,1.5
17354,S013C001P037R002A027,S025C001P055R002A100,1.3
17355,S006C001P024R002A035,S002C001P011R002A035,4
17356,S008C001P030R001A008,S008C003P030R001A008,3.909090909
17357,S030C003P095R001A100,S008C001P032R001A026,1.8
17358,S008C001P031R002A023,S019C001P050R002A104,1
17359,S031C001P100R001A099,S006C001P023R001A027,1
17360,S019C002P046R002A096,S016C003P040R001A022,1.125
17361,S029C001P088R001A097,S029C003P088R001A097,3.8
17362,S005C002P016R002A048,S008C002P031R002A048,1.818181818
17363,S031C003P099R001A104,S032C003P105R001A095,1.9
17364,S022C002P064R002A098,S027C003P079R001A098,3.5
17365,S017C002P003R002A007,S008C002P001R002A007,3.1
17366,S027C002P080R002A102,S019C001P046R002A102,2.8
17367,S031C003P006R001A098,S023C001P056R002A098,3.4
17368,S025C001P066R002A104,S001C003P005R001A040,1.4
17369,S013C001P027R001A035,S012C002P027R002A008,1.4
17370,S032C001P104R002A097,S025C003P059R001A104,1.444444444
17371,S028C001P073R001A100,S027C003P079R001A100,3
17372,S008C001P029R002A048,S027C003P083R001A101,1.1
17373,S030C003P011R001A101,S005C001P004R002A048,1
17374,S011C001P038R001A039,S013C002P037R002A040,1.4
17375,S027C001P086R001A104,S030C001P095R002A104,2.090909091
17376,S008C003P001R001A026,S030C003P095R001A099,1.6
17377,S013C003P037R001A048,S006C003P022R001A039,1.111111111
17378,S028C003P043R001A096,S013C001P019R002A039,1.2
17379,S008C001P034R002A026,S008C001P035R002A026,3.090909091
17380,S018C002P044R002A100,S032C001P105R001A100,3.5
17381,S024C003P064R001A099,S020C001P053R001A100,2.2
17382,S030C001P076R001A080,S005C003P018R001A008,1.7
17383,S019C002P049R002A098,S032C001P105R001A098,3.4
17384,S006C001P022R002A022,S010C001P025R002A022,4
17385,S016C002P040R002A026,S025C002P066R002A099,1.7
17386,S007C002P007R002A048,S002C001P011R002A048,2.4
17387,S020C003P053R001A104,S023C002P055R002A097,1.545454545
17388,S032C001P102R002A102,S026C002P072R002A101,1
17389,S011C003P002R001A022,S011C001P002R001A022,4
17390,S032C002P105R002A097,S008C003P029R001A022,1.818181818
17391,S030C002P092R002A080,S005C003P015R001A035,1.333333333
17392,S027C001P086R002A097,S023C002P061R002A104,2
17393,S032C001P044R001A097,S022C001P064R002A098,1.7
17394,S027C001P086R001A104,S032C001P106R001A095,1.777777778
17395,S032C002P105R002A102,S016C001P040R002A026,1.2
17396,S025C002P066R002A104,S025C001P059R001A104,1.8
17397,S005C003P018R001A008,S028C003P087R001A080,2
17398,S013C002P027R002A007,S013C001P027R002A007,4
17399,S002C003P012R001A048,S002C001P012R002A035,1.777777778
17400,S024C002P061R002A098,S026C003P049R001A097,1.5
17401,S008C002P035R002A009,S016C001P021R001A009,3.9
17402,S002C002P003R002A008,S001C001P006R001A008,3.2
17403,S032C003P106R001A099,S030C001P092R001A099,3.4
17404,S029C001P049R001A100,S020C003P053R001A100,3.555555556
17405,S025C001P066R002A099,S030C001P081R001A100,2.090909091
17406,S028C001P087R001A098,S023C001P060R002A097,1.9
17407,S026C001P072R002A102,S026C002P072R002A102,3.9
17408,S023C001P066R001A098,S030C001P095R001A098,3.7
17409,S008C002P035R002A048,S010C002P017R002A048,2.9
17410,S007C002P028R002A009,S017C003P020R001A048,1
17411,S024C001P064R001A097,S020C001P054R001A098,1.6
17412,S001C001P004R002A027,S018C001P043R001A099,1.7
17413,S027C001P084R001A098,S027C001P084R002A096,1.5
17414,S006C001P017R001A026,S023C001P060R001A099,1.375
17415,S012C003P008R001A009,S013C001P019R002A009,3.4
17416,S028C002P043R002A101,S004C001P020R001A008,1
17417,S027C001P086R001A104,S021C001P058R002A097,1.666666667
17418,S014C003P025R001A007,S004C001P020R002A022,1.5
17419,S005C003P004R001A026,S014C003P037R001A009,1.3
17420,S008C002P029R002A048,S002C001P012R002A035,1.8
17421,S008C002P032R002A048,S008C001P030R002A048,2.2
17422,S030C001P092R001A096,S006C002P022R002A022,1.090909091
17423,S026C001P050R002A101,S032C002P044R002A101,3.7
17424,S014C003P039R001A040,S030C003P076R001A096,1.6
17425,S030C001P044R002A102,S006C001P017R001A026,1.2
17426,S015C001P025R001A039,S015C002P025R002A040,1.8
17427,S018C002P044R002A100,S008C001P035R002A026,1.9
17428,S008C002P031R002A040,S017C002P003R002A007,1.1
17429,S008C001P015R002A007,S031C001P051R002A101,1
17430,S011C001P028R002A048,S002C003P009R001A048,2.9
17431,S006C001P022R001A035,S002C001P014R001A035,2.5
17432,S003C001P019R001A022,S008C003P032R001A022,2.555555556
17433,S027C002P081R002A080,S014C001P039R002A008,2.3
17434,S023C003P060R001A099,S032C001P106R002A100,1.8
17435,S012C002P019R002A027,S008C001P032R001A027,3.636363636
17436,S008C002P033R002A007,S002C003P012R001A023,1.2
17437,S027C001P079R002A099,S019C002P049R002A099,3.8
17438,S004C001P020R002A035,S003C001P002R001A048,1.6
17439,S008C002P035R002A007,S008C001P031R001A007,3.7
17440,S032C001P102R002A096,S027C001P084R002A096,2.5
17441,S032C002P102R002A102,S023C003P066R001A102,2.666666667
17442,S010C002P025R002A022,S030C001P095R002A104,2.6
17443,S016C001P040R002A007,S019C003P046R001A095,1.222222222
17444,S024C001P060R002A100,S001C002P003R002A027,1.3
17445,S029C001P051R001A102,S022C002P066R002A095,1.1
17446,S026C003P071R001A104,S032C002P106R002A104,2.3
17447,S028C002P073R002A099,S002C001P013R001A027,1.3
17448,S028C001P046R001A100,S030C001P095R001A100,3.6
17449,S027C003P084R001A080,S027C001P011R002A080,2.1
17450,S030C001P092R002A080,S005C002P016R002A022,1.090909091
17451,S001C002P004R002A035,S013C002P007R002A035,3.555555556
17452,S030C003P044R001A080,S008C002P029R002A008,1.8
17453,S023C002P056R002A098,S015C001P025R002A040,1.555555556
17454,S026C003P008R001A098,S027C001P011R002A098,3.6
17455,S029C003P080R001A099,S016C001P021R001A027,1.3
17456,S023C001P068R001A102,S016C002P039R002A026,1.454545455
17457,S027C003P084R001A080,S008C003P036R001A048,1.5
17458,S016C003P040R001A022,S007C003P016R001A023,3
17459,S013C001P018R002A009,S009C001P007R001A026,1
17460,S026C003P050R001A097,S024C003P064R001A097,1.8
17461,S020C003P052R001A096,S027C003P079R001A098,1.6
17462,S032C003P106R001A101,S026C002P072R002A101,3.6
17463,S002C002P011R002A023,S026C002P072R002A104,1.333333333
17464,S030C003P095R001A096,S016C002P021R002A039,1.9
17465,S027C001P084R002A096,S012C002P028R002A022,1.1
17466,S008C001P032R002A039,S023C001P066R002A096,1.4
17467,S014C001P039R001A009,S012C001P008R001A009,3.888888889
17468,S027C003P083R001A080,S017C001P009R001A008,2.2
17469,S005C003P018R001A008,S008C002P033R002A008,3.7
17470,S019C002P008R002A100,S002C003P012R001A026,1.4
17471,S016C001P039R002A048,S002C003P009R001A048,3.3
17472,S008C003P001R001A026,S006C001P024R001A026,3.9
17473,S008C001P032R002A008,S007C001P007R002A048,1.090909091
17474,S002C001P014R001A009,S014C003P037R001A009,3.818181818
17475,S014C001P019R002A007,S008C001P033R002A007,3.6
17476,S007C003P019R001A026,S016C002P040R002A026,3.909090909
17477,S007C002P028R002A027,S013C002P037R002A027,3.8
17478,S023C003P064R001A096,S005C002P016R002A022,1.1
17479,S023C001P066R001A102,S020C002P052R002A102,3.3
17480,S027C003P079R001A098,S027C001P084R001A098,4
17481,S031C001P100R001A102,S008C003P015R001A026,1.2
17482,S026C002P076R002A098,S023C002P056R002A098,4
17483,S007C001P015R002A027,S021C001P059R002A100,1.111111111
17484,S005C003P017R001A009,S017C001P020R001A009,3.555555556
17485,S028C001P087R001A080,S001C002P006R002A048,1.1
17486,S006C001P022R002A008,S030C002P095R002A080,2
17487,S023C002P061R002A104,S027C003P079R001A097,2
17488,S026C001P050R002A101,S012C002P027R002A008,1.4
17489,S027C001P081R002A097,S025C002P066R002A104,2.2
17490,S020C001P054R001A080,S023C003P061R001A080,3.2
17491,S001C002P006R002A023,S023C003P055R001A104,1.090909091
17492,S006C003P023R001A023,S008C001P035R001A023,2.888888889
17493,S031C003P096R001A080,S028C001P073R001A080,3.111111111
17494,S016C003P040R001A039,S003C001P017R001A039,3.8
17495,S031C001P097R001A101,S005C001P015R001A035,1.1
17496,S026C001P050R002A101,S031C002P051R002A101,3.545454545
17497,S002C002P012R002A040,S002C001P014R002A007,1
17498,S029C002P044R002A099,S020C001P053R001A100,1.181818182
17499,S014C003P025R001A007,S018C003P008R001A095,1.5
17500,S031C002P051R002A099,S020C001P052R001A099,3.545454545
17501,S001C001P006R001A007,S006C002P023R002A022,1.1
17502,S032C001P105R001A101,S006C001P023R001A048,1.333333333
17503,S019C002P046R002A096,S001C002P005R002A039,1.25
17504,S023C001P068R002A101,S025C001P056R001A101,2.727272727
17505,S023C001P068R002A101,S008C003P033R001A035,1.6
17506,S027C001P085R001A101,S008C001P034R001A008,1.5
17507,S024C001P060R002A100,S025C002P066R002A100,3.3
17508,S008C003P029R001A009,S008C003P001R001A026,1.1
17509,S001C001P006R002A048,S002C001P012R001A048,2.444444444
17510,S027C001P085R001A101,S013C002P028R002A035,1.4
17511,S006C002P023R002A008,S010C002P021R002A008,3.5
17512,S012C001P016R002A040,S002C001P014R001A040,3.444444444
17513,S008C001P029R001A023,S008C002P036R002A022,1.272727273
17514,S028C001P087R002A102,S032C002P105R002A102,3.4
17515,S003C001P002R001A048,S001C003P008R001A048,2.9
17516,S001C001P008R001A048,S006C001P022R001A039,1.7
17517,S011C001P015R002A022,S008C003P033R001A022,2.6
17518,S001C002P005R002A039,S008C001P007R001A039,3.444444444
17519,S002C001P011R002A026,S006C001P023R001A026,3.8
17520,S008C003P036R001A039,S017C001P020R001A048,1.8
17521,S019C001P046R001A095,S012C001P037R002A022,2.1
17522,S026C001P072R002A100,S025C002P055R002A100,3.555555556
17523,S008C002P035R002A007,S014C003P039R001A007,3.818181818
17524,S008C001P034R002A022,S023C001P061R002A104,1.8
17525,S010C002P013R002A026,S020C003P041R001A099,1.222222222
17526,S008C001P001R001A023,S031C001P097R001A104,1
17527,S020C002P053R002A102,S030C001P096R002A102,3.6
17528,S013C003P008R001A008,S001C003P002R001A008,3.3
17529,S026C001P071R001A100,S001C002P003R002A027,1.2
17530,S002C002P014R002A007,S032C003P106R001A095,1
17531,S006C001P023R001A007,S008C001P032R001A023,1.777777778
17532,S008C003P031R001A027,S031C002P097R002A100,1.3
17533,S008C002P035R002A035,S007C001P017R001A035,3
17534,S020C001P054R001A080,S008C002P033R002A008,1.8
17535,S007C001P017R001A035,S008C003P035R001A008,1.181818182
17536,S013C003P008R001A008,S002C002P011R002A048,1.1
17537,S016C002P039R002A022,S002C001P007R001A022,2.8
17538,S032C002P102R002A100,S005C001P004R001A026,1.4
17539,S008C002P030R002A007,S008C001P036R002A007,3.3
17540,S008C001P029R002A026,S001C003P004R001A009,1
17541,S021C001P058R002A099,S031C001P043R001A100,1.6
17542,S005C003P021R001A040,S006C003P023R001A040,3.666666667
17543,S002C001P011R001A008,S025C003P056R001A080,1.666666667
17544,S014C003P037R001A009,S010C002P013R002A026,1
17545,S032C002P102R002A102,S020C002P052R002A102,3.625
17546,S032C001P106R001A099,S030C002P092R002A100,2.5
17547,S028C001P087R001A096,S025C003P058R001A100,1
17548,S023C001P066R001A098,S015C001P025R002A040,1.2
17549,S002C003P013R001A039,S008C002P032R002A039,3.8
17550,S001C001P006R002A048,S008C002P029R002A039,1
17551,S008C001P033R002A007,S017C002P009R002A022,1.3
17552,S008C001P029R001A022,S008C002P034R002A007,1.1
17553,S021C003P056R001A100,S016C001P039R002A026,1.8
17554,S012C001P027R002A009,S002C003P009R001A048,1.333333333
17555,S027C001P006R001A102,S028C003P008R001A101,1
17556,S009C003P025R001A023,S030C001P011R002A104,1.2
17557,S008C003P036R001A040,S006C001P022R001A039,1.6
17558,S027C003P006R001A102,S021C001P058R001A102,3.444444444
17559,S031C002P097R002A100,S020C003P053R001A100,4
17560,S006C001P023R002A008,S005C001P015R001A035,1.333333333
17561,S007C003P028R001A008,S030C003P076R001A080,2.272727273
17562,S030C001P095R002A097,S026C003P050R001A097,2
17563,S026C001P050R002A101,S002C002P011R002A048,1.2
17564,S002C001P011R002A023,S008C001P034R002A023,2.916666667
17565,S026C002P072R002A101,S026C002P049R002A101,3.444444444
17566,S028C003P046R001A099,S011C003P038R001A027,1.1
17567,S020C003P052R001A104,S026C002P071R002A097,1.7
17568,S008C001P033R002A048,S003C001P002R002A035,2.25
17569,S008C001P025R002A035,S014C003P008R001A035,3.8
17570,S018C003P008R001A095,S030C001P011R002A104,1.8
17571,S008C003P030R001A039,S008C001P035R002A048,1.454545455
17572,S006C001P023R001A040,S001C003P006R001A040,4
17573,S006C002P024R002A039,S008C001P036R001A048,1.1
17574,S023C003P059R001A101,S016C003P040R001A048,1.1
17575,S029C001P080R002A098,S019C003P051R001A096,1.363636364
17576,S019C001P050R002A099,S025C003P058R001A100,2.4
17577,S020C003P053R001A099,S029C001P088R002A099,3.666666667
17578,S019C001P046R002A102,S005C003P004R001A026,1.5
17579,S027C001P084R001A098,S010C002P013R002A040,1.5
17580,S023C001P055R002A101,S006C003P022R001A035,1
17581,S029C001P080R001A095,S011C001P027R001A040,1.3
17582,S006C002P001R002A040,S001C003P007R001A040,3.222222222
17583,S011C003P016R001A007,S008C001P030R002A007,3.8
17584,S023C001P066R001A098,S024C001P061R002A098,3.727272727
17585,S028C001P073R002A104,S001C001P004R002A040,2.454545455
17586,S032C001P105R001A096,S008C001P035R001A022,1.333333333
17587,S006C001P022R002A022,S006C001P024R001A022,4
17588,S001C001P006R001A008,S014C002P039R002A008,4
17589,S016C003P040R001A048,S004C001P003R001A048,2.5
17590,S011C001P016R001A007,S028C001P073R001A095,1.2
17591,S027C002P079R002A104,S026C003P071R001A104,1.727272727
17592,S031C003P097R001A097,S006C002P022R002A022,1.444444444
17593,S027C002P086R002A100,S017C001P020R002A026,1.4
17594,S031C001P006R001A104,S030C001P011R002A104,2.6
17595,S008C003P029R001A009,S002C003P014R001A009,3.727272727
17596,S016C001P021R002A039,S008C002P032R002A039,2.5
17597,S012C001P037R001A035,S017C003P009R001A008,1.181818182
17598,S002C002P003R002A022,S021C002P056R002A104,2.363636364
17599,S028C001P087R001A098,S025C003P056R001A096,1.2
17600,S023C002P064R002A104,S006C003P023R001A040,1.4
17601,S030C001P095R001A102,S016C001P039R002A026,1.363636364
17602,S026C001P050R002A101,S026C002P050R002A101,4
17603,S027C002P081R002A101,S007C003P028R001A008,1
17604,S006C001P022R001A009,S008C002P032R002A009,4
17605,S029C003P051R001A102,S027C003P006R001A102,3.7
17606,S008C001P036R001A035,S006C002P023R002A035,3.6
17607,S031C001P097R002A080,S013C002P007R002A035,1.3
17608,S027C001P084R002A096,S015C001P025R001A039,1.181818182
17609,S026C001P071R001A104,S023C002P061R002A104,3.363636364
17610,S009C001P019R001A040,S002C002P012R002A007,1
17611,S002C001P014R001A023,S014C003P017R001A023,2.5
17612,S007C001P016R001A023,S004C001P003R001A023,2.6
17613,S019C001P050R002A099,S020C003P053R001A099,3.4
17614,S027C002P081R002A101,S027C001P086R002A101,3.3
17615,S002C002P011R002A035,S008C001P029R001A035,2
17616,S002C002P011R002A023,S008C002P030R002A007,1.4
17617,S023C001P064R002A080,S028C003P087R001A080,3.6
17618,S026C003P071R001A096,S005C002P016R002A022,1
17619,S029C003P088R001A097,S021C001P058R002A097,4
17620,S002C001P011R002A026,S006C003P017R001A026,3.7
17621,S007C001P015R002A027,S028C003P046R001A100,1.25
17622,S027C001P083R001A100,S004C002P020R002A027,1.3
17623,S013C003P037R001A048,S007C002P018R002A035,1.777777778
17624,S014C003P039R001A040,S016C001P040R002A007,1.6
17625,S026C002P072R002A100,S032C002P105R002A099,1.727272727
17626,S006C001P001R001A008,S002C003P012R001A048,1.4
17627,S030C003P096R001A096,S020C003P052R001A098,1.5
17628,S008C002P036R002A022,S008C001P034R002A022,3.3
17629,S002C001P011R001A008,S007C003P016R001A035,1.6
17630,S025C003P059R001A104,S025C001P059R001A104,4
17631,S006C003P022R001A035,S008C002P035R002A035,3.4
17632,S006C002P022R002A027,S001C001P006R002A027,3.7
17633,S011C002P038R002A008,S009C001P019R002A035,1.2
17634,S029C001P080R001A097,S031C001P096R002A104,1.7
17635,S027C001P080R002A102,S030C002P044R002A102,3.454545455
17636,S017C003P020R001A009,S008C001P033R001A027,1.2
17637,S006C002P023R002A008,S017C003P009R001A008,3.545454545
17638,S006C002P022R002A008,S029C001P080R002A080,2
17639,S013C003P019R001A048,S011C003P038R001A048,3.8
17640,S012C002P037R002A022,S014C002P027R002A022,3.9
17641,S003C003P002R001A039,S001C002P006R002A048,1
17642,S008C001P036R001A035,S008C001P030R001A035,3.1
17643,S025C002P068R002A098,S021C002P058R002A097,2
17644,S032C001P106R001A096,S008C002P031R002A039,1.4
17645,S005C001P004R002A048,S006C001P022R001A048,2.545454545
17646,S014C002P039R002A023,S002C001P007R002A023,3
17647,S028C001P073R001A098,S022C001P064R002A098,3.8
17648,S007C001P018R001A039,S001C001P006R002A026,1.181818182
17649,S032C003P044R001A097,S027C001P081R002A097,3.181818182
17650,S008C003P036R001A023,S011C001P038R001A022,1.454545455
17651,S028C003P046R001A099,S032C001P105R002A099,3.6
17652,S014C001P039R001A007,S008C002P036R002A022,1.083333333
17653,S018C002P044R002A100,S029C001P049R001A100,3.909090909
17654,S028C003P087R001A098,S023C001P056R002A098,3.545454545
17655,S019C002P050R002A095,S027C003P083R001A104,2.5
17656,S011C001P038R001A022,S008C003P035R001A023,1.2
17657,S013C003P015R001A048,S008C001P035R002A035,1.4
17658,S029C003P080R001A095,S005C001P010R002A022,1.4
17659,S013C001P037R002A027,S001C001P005R002A026,1.7
17660,S029C001P051R001A102,S027C003P086R001A102,3.7
17661,S002C001P011R002A007,S031C001P100R002A095,1.2
17662,S006C001P024R001A026,S001C002P003R002A027,1.7
17663,S003C003P001R001A027,S025C001P068R002A099,1.888888889
17664,S019C001P050R002A104,S010C002P018R002A040,1.166666667
17665,S008C002P029R002A007,S006C003P022R001A007,1.8
17666,S002C003P013R001A027,S028C003P046R001A099,1.636363636
17667,S012C002P037R002A039,S017C001P020R002A040,2
17668,S001C003P006R001A008,S031C001P096R001A080,2.1
17669,S027C001P079R002A080,S012C001P027R002A008,2
17670,S028C001P046R001A104,S026C002P049R002A095,2.9
17671,S002C002P011R002A048,S025C003P056R001A101,1.2
17672,S016C001P039R002A039,S008C001P007R001A039,3.9
17673,S013C003P027R001A027,S028C001P073R001A100,1.1
17674,S030C001P092R002A095,S002C001P014R001A022,1.6
17675,S026C003P071R001A101,S006C001P024R002A035,1.4
17676,S027C001P079R001A100,S014C002P037R002A026,1.375
17677,S030C002P095R002A080,S008C003P036R001A035,1.4
17678,S016C002P039R002A026,S016C001P039R002A026,4
17679,S005C001P010R002A022,S005C003P021R001A007,1
17680,S008C003P036R001A026,S008C001P035R002A009,1.222222222
17681,S008C001P035R002A009,S016C001P039R002A026,1
17682,S023C003P066R001A101,S008C003P036R001A048,1.25
17683,S008C001P025R002A035,S016C001P039R001A035,3.8
17684,S020C002P052R002A080,S020C001P052R002A080,4
17685,S023C001P055R002A101,S016C003P040R001A035,1.3
17686,S031C002P097R002A099,S025C002P056R002A099,4
17687,S016C001P021R002A039,S001C001P004R001A039,3.545454545
17688,S008C001P015R002A007,S002C001P014R002A007,3.7
17689,S008C003P031R001A027,S016C003P040R001A040,1.1
17690,S028C001P087R001A097,S032C001P105R002A104,1.555555556
17691,S012C001P037R001A035,S016C001P040R001A035,3.833333333
17692,S024C003P064R001A095,S006C003P024R001A022,2.545454545
17693,S013C003P019R001A048,S027C003P083R001A101,1.1
17694,S010C001P013R001A007,S006C003P023R001A007,2.8
17695,S030C001P096R001A097,S027C003P079R001A097,3.272727273
17696,S008C001P001R001A023,S010C003P013R001A007,2
17697,S014C001P037R002A026,S001C002P006R002A026,3.444444444
